ndvi,umidade_solo,precipitacao_72h,temperatura_max,inclinacao_terreno,focos_queimadas,dist_rio_km,historico_eventos,bioma,risco
0.0716,25.54,38.08,37.09,2.18,17,1.046,4,Semiárido,1
0.2096,68.17,97.51,22.92,28.6,5,5.222,1,Mata Atlântica,1
0.8673,38.17,73.71,24.11,3.61,19,3.618,2,Amazônia,1
0.81,90.65,148.24,30.81,48.59,14,20.058,4,Mata Atlântica,2
0.713,50.67,74.54,27.59,10.38,0,3.566,3,Sul,1
0.2846,50.53,82.18,16.01,27.38,16,0.196,0,Sul,1
0.628,95.0,182.63,35.59,21.24,48,1.534,4,Amazônia,2
0.7546,46.21,79.42,25.07,8.37,42,12.468,2,Amazônia,1
0.6572,48.81,62.74,26.52,4.77,2,16.398,1,Amazônia,0
0.3374,28.71,31.19,37.86,11.63,2,6.519,3,Semiárido,0
0.2009,12.59,35.0,45.48,21.9,13,0.293,3,Semiárido,1
0.7353,95.0,200.23,27.75,1.72,30,0.119,2,Amazônia,1
0.4157,50.34,74.95,36.57,26.66,7,3.266,4,Mata Atlântica,1
0.1521,17.2,20.93,41.23,16.33,7,30.0,4,Semiárido,0
0.3068,27.81,36.97,32.09,8.94,8,10.174,1,Semiárido,0
0.8089,11.02,13.03,31.39,41.02,17,13.523,4,Mata Atlântica,1
0.722,48.59,109.14,28.46,44.82,6,4.885,5,Mata Atlântica,1
0.4773,55.08,126.46,30.25,28.25,9,9.799,9,Mata Atlântica,1
0.6505,67.69,153.98,36.19,24.2,1,1.926,3,Cerrado,1
0.7566,26.17,23.81,32.34,49.33,3,0.139,4,Mata Atlântica,1
0.5189,28.8,85.19,22.15,19.28,19,12.52,4,Mata Atlântica,1
0.3408,10.31,12.42,22.76,31.28,3,1.232,5,Sul,1
0.3103,70.96,147.6,23.32,38.62,13,6.519,6,Mata Atlântica,1
0.1896,10.45,5.97,42.02,0.2,4,5.379,6,Semiárido,0
0.9073,53.28,127.88,22.56,0.37,29,0.861,6,Amazônia,1
0.2722,44.97,69.82,37.42,21.7,18,1.089,3,Mata Atlântica,1
0.9359,95.0,214.54,32.69,1.86,44,1.995,4,Amazônia,1
0.617,79.08,132.04,32.11,7.63,48,7.072,6,Amazônia,1
0.0948,11.68,14.64,40.46,23.95,1,0.2,3,Semiárido,1
0.4587,52.6,95.39,20.21,39.74,14,2.613,4,Sul,1
0.6648,74.7,142.27,37.55,4.04,57,5.47,0,Amazônia,1
0.6994,16.25,9.46,39.83,14.02,34,0.941,3,Cerrado,1
0.329,11.89,3.5,35.77,13.98,7,0.636,1,Semiárido,1
0.616,91.13,186.01,29.07,11.31,39,2.473,5,Amazônia,1
0.419,60.76,105.64,23.2,20.09,7,1.688,2,Mata Atlântica,1
0.3189,23.31,21.07,45.11,18.85,4,5.236,5,Semiárido,0
0.2436,9.17,11.63,27.57,28.54,4,17.461,3,Mata Atlântica,0
0.627,55.42,92.41,23.1,6.74,8,0.1,1,Amazônia,1
0.4953,26.93,16.28,35.32,10.86,69,11.633,3,Cerrado,0
0.1765,16.59,2.08,46.83,12.19,8,2.839,1,Semiárido,1
0.2423,57.27,87.58,22.24,34.38,10,5.453,4,Mata Atlântica,1
0.7815,34.74,51.41,24.22,2.37,25,9.52,3,Amazônia,0
0.0613,5.0,2.52,46.26,3.16,11,4.26,5,Semiárido,0
0.7253,44.96,91.17,23.27,4.52,4,0.512,1,Amazônia,1
0.1288,22.19,21.18,32.2,5.09,15,0.758,7,Semiárido,1
0.8395,95.0,213.29,28.23,6.06,30,7.786,3,Amazônia,1
0.707,49.51,37.89,31.51,31.5,17,1.301,3,Sul,1
0.5139,35.54,38.91,37.2,11.39,13,4.209,4,Cerrado,0
0.3795,25.54,54.79,32.49,12.74,74,2.794,2,Cerrado,1
0.7942,16.4,27.59,28.13,7.72,37,1.809,4,Amazônia,0
0.363,70.87,93.8,30.12,22.68,60,7.732,2,Cerrado,1
0.5922,17.45,20.16,32.91,33.49,5,6.569,1,Sul,1
0.3321,58.95,106.85,34.0,38.67,6,5.194,2,Sul,1
0.3442,6.3,8.76,29.32,23.11,76,2.331,2,Cerrado,1
0.4871,73.37,111.87,36.28,4.08,79,1.284,3,Cerrado,1
0.1018,25.43,25.13,39.12,10.7,7,3.627,1,Semiárido,1
0.7681,32.9,64.0,15.52,9.54,3,8.494,5,Sul,0
0.8486,69.5,148.39,37.86,15.74,9,4.286,1,Mata Atlântica,1
0.511,67.01,120.01,34.62,0.22,6,17.556,2,Cerrado,1
0.507,42.5,70.71,30.37,20.4,21,0.1,5,Cerrado,1
0.735,27.64,24.16,29.8,32.78,18,30.0,3,Mata Atlântica,1
0.9349,38.27,52.57,24.39,24.89,1,5.879,4,Amazônia,1
0.264,41.39,73.71,37.59,14.62,4,8.939,2,Mata Atlântica,1
0.4607,11.13,12.05,37.22,14.5,58,2.039,5,Cerrado,1
0.2347,15.64,15.22,34.15,3.87,11,3.55,2,Semiárido,0
0.7376,95.0,204.96,39.25,12.88,13,7.972,3,Amazônia,1
0.2027,12.51,7.82,33.78,11.98,7,7.149,0,Mata Atlântica,0
0.2137,75.79,144.44,31.57,21.93,8,2.033,5,Mata Atlântica,2
0.5028,37.95,77.3,22.35,47.67,12,1.961,4,Mata Atlântica,1
0.8791,95.0,179.09,29.65,9.52,43,5.436,2,Amazônia,1
0.6484,59.14,114.62,34.81,43.0,5,13.565,1,Mata Atlântica,1
0.5676,67.69,141.74,23.79,13.04,5,2.888,3,Mata Atlântica,1
0.2504,7.21,0.05,31.19,32.45,10,2.177,4,Mata Atlântica,1
0.3057,61.96,110.06,41.87,26.0,9,11.254,6,Mata Atlântica,1
0.4522,66.45,122.72,36.33,42.26,13,5.745,3,Mata Atlântica,1
0.1926,19.81,14.14,34.38,10.63,5,2.457,3,Semiárido,1
0.5902,52.8,78.34,32.66,20.74,11,0.295,3,Cerrado,1
0.2799,28.48,17.68,37.61,23.57,8,6.391,3,Semiárido,0
0.2607,66.59,119.48,41.15,16.31,2,2.176,1,Mata Atlântica,1
0.6842,57.37,123.03,40.56,11.4,12,0.366,2,Amazônia,1
0.906,83.23,165.85,35.65,12.55,17,4.737,3,Amazônia,1
0.3418,61.34,130.63,23.98,18.08,27,1.95,4,Cerrado,1
0.2519,26.22,5.82,39.67,16.7,5,2.066,3,Semiárido,0
0.0641,41.01,33.25,40.37,5.57,12,3.262,1,Semiárido,1
0.2199,21.54,13.95,32.48,1.6,4,6.32,3,Semiárido,0
0.7371,16.87,0.01,26.16,20.41,3,1.617,4,Mata Atlântica,0
0.6882,79.77,149.09,35.92,6.53,44,0.422,5,Cerrado,2
0.8797,95.0,207.89,32.9,15.96,48,2.762,6,Amazônia,2
0.4293,42.34,99.25,22.35,20.71,5,0.282,1,Cerrado,1
0.4275,57.75,106.35,36.88,7.51,19,5.975,2,Cerrado,0
0.747,95.0,211.66,25.78,15.89,25,16.001,2,Amazônia,1
0.8024,28.9,36.63,38.5,2.7,14,5.376,2,Amazônia,0
0.232,53.87,97.55,29.1,28.64,11,1.611,7,Mata Atlântica,1
0.0521,43.23,38.85,32.31,1.45,3,1.003,4,Semiárido,1
0.7409,70.65,117.3,15.54,7.35,9,1.325,2,Sul,1
0.7501,37.71,55.95,29.56,19.45,8,1.253,3,Sul,1
0.641,74.31,146.17,34.24,18.4,11,1.883,2,Mata Atlântica,1
0.6485,72.98,109.06,30.45,3.03,33,0.512,3,Cerrado,1
0.5322,60.61,111.88,23.93,36.95,18,11.303,2,Mata Atlântica,1
0.3368,26.65,30.8,43.05,7.49,1,10.819,1,Semiárido,0
0.741,74.69,141.58,27.65,7.8,14,4.776,1,Amazônia,1
0.3079,37.94,68.57,41.77,19.47,64,0.32,5,Cerrado,1
0.3361,14.72,9.73,41.86,0.14,0,8.148,3,Semiárido,0
0.4948,40.15,100.87,36.71,18.73,64,0.319,6,Cerrado,2
0.5563,56.3,129.09,41.42,13.86,11,0.563,1,Mata Atlântica,1
0.4945,83.07,154.61,24.11,46.74,11,1.967,3,Mata Atlântica,2
0.6466,80.18,126.8,27.6,15.67,34,2.824,4,Amazônia,1
0.6637,69.97,125.79,27.06,8.34,56,2.184,4,Cerrado,1
0.5049,70.93,146.73,23.44,10.68,39,0.903,2,Cerrado,1
0.9079,50.59,114.69,41.44,24.24,53,0.595,1,Amazônia,2
0.9175,52.17,78.96,23.2,22.03,51,9.81,3,Amazônia,1
0.2305,23.52,39.73,32.57,11.59,17,2.256,3,Semiárido,1
0.6536,85.69,155.19,37.36,23.58,67,1.233,4,Cerrado,2
0.6047,84.94,158.01,29.52,39.44,12,3.337,2,Mata Atlântica,2
0.6673,60.54,102.78,22.38,22.53,11,0.188,6,Cerrado,1
0.7594,21.26,24.19,21.43,32.18,2,4.585,4,Sul,0
0.6915,27.64,32.06,26.08,21.44,22,1.428,5,Cerrado,1
0.6521,26.94,39.37,31.88,22.29,32,4.559,3,Cerrado,1
0.5041,34.72,65.56,23.02,16.02,1,4.761,1,Sul,0
0.0616,6.16,8.51,32.3,24.13,6,8.283,1,Semiárido,0
0.6565,71.93,178.22,37.44,8.34,21,1.306,3,Amazônia,1
0.211,18.77,22.47,44.62,11.0,13,3.113,3,Semiárido,0
0.5459,65.03,94.33,25.21,38.17,18,16.336,6,Mata Atlântica,1
0.2697,59.75,96.61,38.0,40.93,16,6.494,1,Mata Atlântica,1
0.6735,47.7,78.92,28.65,22.33,21,18.514,3,Amazônia,1
0.8598,13.9,21.51,27.74,10.01,11,13.112,6,Amazônia,0
0.1788,18.7,1.6,45.1,9.33,17,4.718,5,Semiárido,0
0.3139,37.56,62.73,40.68,17.71,10,1.532,2,Mata Atlântica,1
0.3399,54.18,69.49,40.3,11.57,67,7.072,4,Cerrado,1
0.0593,8.12,13.13,45.83,18.1,10,5.989,2,Semiárido,1
0.3341,19.82,34.8,47.91,7.53,9,4.444,2,Semiárido,0
0.8432,55.16,114.26,23.86,11.57,54,5.984,1,Amazônia,1
0.824,28.27,66.28,41.22,39.93,13,4.754,3,Mata Atlântica,1
0.8787,20.04,38.58,26.3,19.32,11,3.663,2,Amazônia,1
0.3286,23.84,28.63,43.73,1.51,3,2.689,6,Semiárido,0
0.203,37.62,73.3,39.78,42.37,9,0.229,5,Mata Atlântica,2
0.7679,60.62,179.24,29.39,22.78,5,10.038,3,Sul,1
0.6466,87.79,152.24,35.95,1.04,14,10.032,4,Amazônia,1
0.6915,69.57,160.7,24.42,21.34,31,4.508,5,Amazônia,1
0.3859,41.97,59.96,31.72,12.19,58,1.559,4,Cerrado,1
0.5067,65.86,122.34,38.33,14.98,1,0.143,4,Cerrado,1
0.7798,95.0,155.71,33.45,18.3,23,0.1,1,Amazônia,2
0.3575,77.06,129.98,17.32,25.78,19,0.379,4,Sul,2
0.6023,55.9,109.87,25.44,18.27,51,2.231,2,Amazônia,1
0.4512,50.2,100.81,39.28,19.06,11,1.044,5,Cerrado,1
0.163,30.54,18.74,33.5,14.73,13,1.54,2,Semiárido,1
0.3354,45.08,103.14,36.12,9.14,38,6.014,5,Cerrado,0
0.0501,18.1,14.46,43.13,6.08,0,15.989,6,Semiárido,0
0.8047,95.0,206.56,32.65,22.57,36,1.158,3,Amazônia,2
0.8365,65.42,127.97,41.54,13.95,13,3.133,3,Mata Atlântica,1
0.661,95.0,205.65,28.59,8.94,52,23.826,2,Amazônia,1
0.7651,93.06,179.39,35.5,2.81,36,13.417,5,Amazônia,1
0.7759,95.0,199.87,28.58,36.69,3,2.172,2,Sul,2
0.819,30.73,43.17,24.43,16.77,20,1.926,1,Amazônia,1
0.3369,40.58,59.92,37.67,16.76,19,1.386,4,Mata Atlântica,1
0.3756,51.87,90.47,38.88,19.5,66,0.844,4,Cerrado,2
0.4878,62.7,127.55,35.37,23.08,55,3.081,5,Cerrado,1
0.7439,15.41,11.84,22.86,14.25,14,2.086,3,Sul,0
0.6687,77.7,161.51,26.81,0.23,22,6.829,1,Amazônia,1
0.246,23.52,43.49,40.22,12.04,11,1.352,1,Mata Atlântica,1
0.4601,89.16,180.08,21.98,25.47,12,6.665,7,Sul,2
0.575,39.52,67.05,38.38,31.65,17,1.699,1,Mata Atlântica,1
0.7557,50.54,88.56,29.99,13.96,13,4.491,1,Sul,1
0.8089,28.4,24.36,40.79,17.5,50,5.086,4,Amazônia,0
0.3299,27.56,47.39,40.29,23.92,21,5.57,2,Cerrado,1
0.4843,18.62,15.49,22.87,4.1,37,0.964,6,Cerrado,0
0.062,18.21,15.99,38.69,3.19,1,1.661,5,Semiárido,1
0.5674,34.85,65.38,21.19,18.31,16,1.413,1,Sul,1
0.6956,68.57,127.55,26.31,24.2,28,4.292,2,Cerrado,1
0.401,88.44,154.93,31.2,13.76,4,0.394,1,Mata Atlântica,2
0.6941,67.52,123.26,33.53,5.7,15,3.652,6,Amazônia,1
0.4201,54.84,94.67,28.52,40.8,19,0.458,3,Mata Atlântica,2
0.6921,53.9,109.0,33.51,33.62,0,2.055,2,Mata Atlântica,1
0.5535,95.0,176.17,21.16,12.38,19,5.803,7,Sul,1
0.77,73.37,150.81,22.45,16.75,15,2.66,1,Mata Atlântica,1
0.4763,48.47,113.99,33.42,22.33,5,1.645,2,Cerrado,1
0.7493,35.54,41.04,32.35,5.38,50,4.784,6,Amazônia,0
0.8154,30.99,48.2,35.79,18.99,39,6.741,2,Amazônia,1
0.6286,95.0,215.46,35.0,1.21,54,1.469,2,Amazônia,2
0.5373,48.19,93.62,39.95,20.45,44,1.779,1,Cerrado,2
0.6053,95.0,185.97,32.32,13.1,18,5.112,2,Sul,1
0.4325,59.05,101.66,22.17,44.9,2,16.794,3,Mata Atlântica,1
0.7489,66.33,114.26,34.61,12.25,8,1.203,5,Mata Atlântica,1
0.6991,85.73,163.74,35.5,1.27,17,5.31,2,Amazônia,1
0.6722,95.0,199.78,29.38,15.95,7,11.854,4,Sul,1
0.1649,27.62,14.15,36.12,12.11,3,3.099,2,Semiárido,1
0.6049,68.97,134.15,28.47,21.99,8,1.905,4,Amazônia,1
0.0561,9.25,23.99,32.84,20.36,3,5.496,2,Semiárido,1
0.7255,81.73,142.54,35.29,23.62,11,0.16,5,Mata Atlântica,2
0.8795,35.52,47.41,26.9,15.45,55,2.233,6,Amazônia,1
0.3805,69.16,128.24,31.13,39.44,7,1.492,1,Mata Atlântica,2
0.4144,30.75,37.37,31.83,43.46,9,1.272,3,Mata Atlântica,1
0.6538,34.65,60.76,31.54,5.57,10,0.991,4,Amazônia,1
0.692,53.11,94.49,18.87,23.41,13,6.679,3,Sul,1
0.1971,13.62,10.28,32.93,23.16,15,15.517,5,Semiárido,1
0.5314,20.55,33.62,41.79,44.11,6,2.429,6,Mata Atlântica,1
0.727,40.17,45.45,36.33,39.99,15,0.252,5,Mata Atlântica,1
0.5019,65.64,147.27,30.51,9.87,0,6.345,4,Cerrado,1
0.2805,59.95,68.34,25.83,30.46,19,3.863,4,Mata Atlântica,1
0.5669,59.71,93.92,23.6,32.77,18,6.43,3,Mata Atlântica,1
0.8521,25.25,64.84,35.44,11.06,3,5.219,2,Amazônia,0
0.7154,35.73,60.55,28.34,39.69,8,11.792,2,Mata Atlântica,1
0.2531,17.17,18.73,38.0,11.71,7,0.757,5,Semiárido,1
0.6204,63.04,109.79,29.6,30.29,8,0.927,5,Mata Atlântica,2
0.6809,85.04,182.49,33.86,21.06,1,2.089,3,Amazônia,2
0.2303,12.97,5.96,42.28,24.97,9,3.38,1,Semiárido,1
0.6897,67.77,129.22,34.9,16.2,55,12.999,4,Amazônia,1
0.6564,66.25,136.73,39.27,6.26,15,11.874,6,Cerrado,1
0.6483,80.04,169.53,26.38,5.97,2,10.274,4,Amazônia,1
0.6299,29.07,25.79,34.73,1.44,35,1.259,4,Cerrado,0
0.1595,5.0,7.35,42.92,1.93,7,6.541,2,Semiárido,0
0.4698,76.39,137.66,32.96,18.5,4,2.418,5,Mata Atlântica,2
0.6837,81.42,143.08,33.68,2.41,4,13.382,2,Amazônia,1
0.8226,52.08,96.42,22.09,24.29,19,1.207,1,Sul,1
0.4628,81.91,157.28,23.28,27.73,8,0.761,2,Sul,2
0.769,40.52,46.68,21.68,6.22,8,9.238,4,Sul,0
0.7437,26.49,48.68,24.97,4.28,35,6.31,2,Amazônia,0
0.5561,37.65,71.41,30.69,35.48,16,8.614,5,Mata Atlântica,1
0.2156,40.64,76.14,26.25,24.72,7,0.86,9,Sul,2
0.2715,23.32,8.79,38.69,6.4,0,10.805,2,Semiárido,0
0.9271,71.04,111.54,36.5,7.6,11,5.66,3,Amazônia,0
0.7062,66.36,148.56,38.54,14.68,15,5.271,0,Amazônia,1
0.2336,56.4,84.37,26.08,24.47,15,4.368,2,Mata Atlântica,1
0.3372,65.6,107.91,17.29,30.78,1,7.238,6,Sul,1
0.2483,40.15,38.99,37.17,39.56,12,2.686,4,Mata Atlântica,1
0.3878,58.47,99.85,37.07,33.06,1,0.713,1,Mata Atlântica,2
0.7377,90.96,178.89,23.2,14.57,26,3.875,1,Amazônia,1
0.568,85.38,145.68,28.45,42.13,6,6.894,2,Mata Atlântica,2
0.143,26.34,23.64,35.92,4.89,10,0.834,6,Semiárido,1
0.6164,65.18,81.89,38.58,20.25,19,1.268,0,Cerrado,1
0.0773,31.01,29.35,43.58,10.37,16,5.963,3,Semiárido,1
0.3589,29.22,39.59,18.84,34.6,16,1.571,1,Sul,1
0.7766,95.0,212.45,41.93,19.03,48,0.931,2,Amazônia,2
0.7519,24.94,43.09,37.61,15.24,15,11.009,2,Mata Atlântica,0
0.4052,61.21,137.92,35.33,24.9,63,0.877,4,Cerrado,2
0.2277,23.46,33.4,33.99,19.52,19,2.109,4,Semiárido,1
0.3152,60.43,94.64,23.34,34.68,18,2.797,3,Mata Atlântica,1
0.7675,54.39,97.73,33.46,33.95,8,3.233,1,Mata Atlântica,1
0.121,25.38,15.86,32.43,11.29,5,2.242,1,Semiárido,1
0.4594,35.47,50.09,29.02,3.17,61,12.183,1,Cerrado,0
0.4645,28.98,48.85,33.2,5.87,4,5.374,1,Sul,0
0.3703,69.65,129.69,31.27,46.54,4,2.227,7,Mata Atlântica,1
0.9182,80.39,146.54,37.04,23.61,50,2.214,2,Amazônia,2
0.7182,63.61,115.49,29.96,33.51,0,3.495,0,Mata Atlântica,1
0.1285,25.17,30.72,43.52,13.07,5,0.171,1,Semiárido,1
0.6096,31.14,60.05,31.23,1.79,3,13.062,3,Cerrado,0
0.6933,88.49,180.31,28.16,27.78,18,1.264,2,Sul,2
0.3931,65.6,82.57,31.96,29.5,4,5.98,4,Sul,1
0.3821,67.33,104.5,26.11,24.77,56,7.519,5,Cerrado,1
0.3209,54.42,123.67,28.24,25.85,19,8.783,0,Sul,1
0.7187,67.97,169.19,40.56,20.25,42,0.905,5,Amazônia,2
0.6219,77.04,146.14,24.47,15.69,7,3.847,3,Amazônia,1
0.7702,65.05,105.39,27.08,23.98,25,0.437,1,Amazônia,2
0.733,42.41,80.46,26.39,5.3,7,8.168,4,Sul,0
0.8471,85.6,148.35,33.42,21.08,2,3.332,1,Mata Atlântica,2
0.7109,55.78,99.67,30.21,10.22,26,0.863,7,Amazônia,1
0.5752,74.03,143.73,23.6,13.54,30,6.341,4,Cerrado,1
0.7213,39.13,50.78,34.58,30.07,0,2.011,2,Mata Atlântica,1
0.7059,64.27,128.75,23.98,12.44,49,0.608,2,Amazônia,1
0.694,81.2,161.7,19.92,21.91,12,3.091,3,Sul,2
0.3222,31.53,35.57,40.45,2.03,14,1.341,2,Semiárido,1
0.495,10.85,2.43,31.87,29.46,7,15.001,1,Mata Atlântica,0
0.5867,54.39,64.07,30.28,12.31,14,2.242,6,Sul,1
0.5966,72.14,124.49,34.78,22.01,35,4.248,4,Cerrado,1
0.4129,35.65,45.36,24.7,5.12,0,14.817,4,Sul,0
0.8,15.53,13.04,30.22,25.25,10,2.502,2,Mata Atlântica,1
0.3751,33.91,37.21,33.93,47.18,19,2.217,3,Mata Atlântica,1
0.7752,46.02,84.92,34.12,3.44,40,0.886,3,Amazônia,1
0.6357,76.07,140.38,32.39,21.53,3,13.928,3,Sul,1
0.4542,31.6,63.66,24.5,1.18,13,8.066,2,Cerrado,0
0.642,95.0,174.03,26.73,9.35,37,1.249,3,Amazônia,1
0.7092,41.69,64.6,35.56,2.07,41,2.022,5,Amazônia,1
0.3782,56.18,66.71,33.53,22.77,9,12.32,4,Mata Atlântica,1
0.2738,56.46,60.11,37.15,32.32,17,3.853,4,Mata Atlântica,1
0.1959,27.06,24.11,44.48,24.9,0,4.063,1,Semiárido,1
0.426,65.95,121.88,16.04,37.07,6,5.223,0,Sul,1
0.7151,62.73,132.65,29.54,5.97,35,7.181,1,Amazônia,1
0.2379,24.67,16.36,40.74,22.78,7,14.008,1,Semiárido,0
0.8631,93.63,180.29,38.62,23.08,9,8.103,4,Amazônia,1
0.754,38.47,53.17,16.33,39.86,18,13.632,3,Sul,1
0.3337,33.52,21.29,46.51,13.61,5,8.591,6,Semiárido,0
0.8246,25.08,47.68,25.89,17.06,10,0.238,3,Mata Atlântica,1
0.2824,16.39,30.32,46.08,2.21,18,0.625,3,Semiárido,1
0.3529,68.48,132.82,30.16,22.42,59,10.809,5,Cerrado,1
0.508,87.22,155.44,26.25,23.36,15,0.14,3,Mata Atlântica,2
0.266,20.52,13.37,35.32,10.86,15,7.904,3,Semiárido,0
0.2184,23.99,46.55,26.89,16.24,9,9.48,2,Mata Atlântica,0
0.5123,59.8,96.24,40.87,16.1,63,2.685,6,Cerrado,1
0.2841,56.78,124.05,29.35,30.36,17,2.191,1,Mata Atlântica,1
0.2353,13.23,21.85,40.45,18.29,2,1.081,4,Semiárido,1
0.4149,54.9,100.81,28.9,15.39,42,0.251,4,Cerrado,1
0.8511,56.09,111.15,38.14,5.79,45,6.84,3,Amazônia,1
0.3387,23.87,14.84,45.02,6.56,15,0.383,4,Semiárido,0
0.3171,24.97,27.9,46.87,18.1,8,14.472,0,Semiárido,0
0.7342,95.0,177.29,38.97,20.07,38,1.76,5,Amazônia,2
0.6589,47.48,86.8,24.04,2.9,48,7.905,1,Amazônia,1
0.8928,93.71,186.31,40.48,4.68,42,0.308,6,Amazônia,2
0.3782,61.31,91.59,34.49,17.01,4,3.842,4,Cerrado,1
0.4546,44.67,77.87,39.38,15.98,13,2.147,5,Mata Atlântica,1
0.2243,39.85,39.37,39.86,14.08,1,0.152,0,Semiárido,1
0.4449,43.11,63.32,26.04,48.13,10,5.333,1,Mata Atlântica,1
0.6083,5.0,20.18,34.19,37.74,7,14.338,2,Mata Atlântica,1
0.405,54.98,78.22,23.82,20.14,42,0.1,2,Cerrado,2
0.2598,27.04,21.43,35.56,7.0,14,1.577,6,Semiárido,0
0.4235,32.29,32.3,30.18,27.32,12,6.08,4,Mata Atlântica,1
0.5991,53.6,129.55,20.75,19.65,7,10.25,1,Sul,1
0.7596,21.24,36.4,41.58,49.93,12,1.058,1,Mata Atlântica,1
0.8936,95.0,214.38,40.02,21.14,57,0.367,1,Amazônia,2
0.5597,14.54,24.79,39.87,34.86,0,0.1,3,Mata Atlântica,1
0.6131,62.9,85.73,37.78,4.02,6,1.212,3,Cerrado,1
0.4373,32.28,49.22,35.84,30.17,12,0.37,2,Mata Atlântica,1
0.9077,40.47,67.68,35.1,14.37,29,2.227,4,Amazônia,0
0.8539,23.89,20.84,24.12,2.29,27,2.9,2,Amazônia,0
0.8422,70.72,123.56,33.08,16.0,15,3.269,1,Sul,1
0.7427,5.0,20.81,39.62,16.95,32,0.768,2,Amazônia,1
0.1928,5.5,1.47,38.15,15.35,6,3.118,2,Semiárido,1
0.6792,23.48,54.52,40.55,21.91,7,0.1,2,Cerrado,1
0.5936,16.66,7.6,33.06,46.79,17,1.368,4,Mata Atlântica,1
0.5151,70.64,138.49,30.95,46.57,16,2.303,1,Mata Atlântica,2
0.2688,22.47,27.17,41.36,10.43,4,0.63,2,Mata Atlântica,0
0.5033,61.06,148.92,31.28,2.82,14,8.41,1,Cerrado,1
0.6871,74.98,148.4,34.83,10.31,46,1.123,1,Amazônia,2
0.9297,69.97,112.31,29.46,14.85,38,7.03,2,Amazônia,1
0.6279,75.22,118.68,34.73,0.81,30,3.211,1,Cerrado,1
0.2472,79.52,140.29,36.4,44.42,5,3.267,2,Mata Atlântica,2
0.6642,47.31,105.58,19.96,6.58,13,5.181,6,Sul,0
0.6569,64.02,96.69,21.17,17.61,1,0.226,4,Sul,1
0.164,29.63,30.45,40.96,13.33,8,0.41,2,Semiárido,1
0.2006,26.41,38.17,44.09,14.7,12,1.979,6,Semiárido,1
0.482,44.17,110.81,40.17,34.48,19,2.696,3,Mata Atlântica,1
0.6869,35.64,39.62,22.14,19.1,56,2.81,2,Cerrado,1
0.3517,15.49,22.51,22.97,26.19,1,5.649,5,Sul,0
0.8118,29.52,36.86,24.4,38.5,2,0.1,2,Mata Atlântica,1
0.5827,29.72,42.17,40.46,13.18,12,15.984,2,Mata Atlântica,0
0.7542,44.91,49.72,35.25,5.0,16,0.959,3,Amazônia,1
0.5208,56.89,105.36,41.04,2.22,38,1.429,5,Cerrado,1
0.7237,18.31,18.55,33.66,46.18,3,11.803,1,Mata Atlântica,1
0.3051,86.51,140.55,31.37,13.79,17,0.1,5,Sul,2
0.3903,50.19,100.01,37.85,17.88,12,23.726,1,Mata Atlântica,0
0.6236,37.67,46.54,25.22,3.27,21,0.183,5,Cerrado,1
0.4051,72.1,140.12,31.6,9.61,5,0.642,3,Sul,1
0.6257,76.89,164.79,31.33,16.97,53,1.373,2,Amazônia,2
0.5863,19.17,20.15,27.97,15.35,57,2.888,4,Cerrado,0
0.8084,59.31,96.3,29.43,17.21,25,3.654,4,Amazônia,1
0.3302,37.45,36.57,38.31,8.05,13,0.553,3,Semiárido,1
0.2082,63.21,91.1,22.45,5.22,3,0.383,2,Sul,1
0.3011,36.08,62.57,28.71,11.29,45,0.162,7,Cerrado,1
0.5779,46.74,98.21,34.98,19.47,7,1.484,4,Sul,1
0.441,49.49,92.49,25.65,23.72,51,12.725,2,Cerrado,1
0.3512,52.87,115.1,19.96,38.9,12,2.47,4,Sul,1
0.1869,15.69,16.35,39.57,16.54,16,7.22,1,Semiárido,0
0.1012,8.22,2.1,44.3,23.62,13,1.055,4,Semiárido,1
0.6898,81.46,144.41,34.23,13.54,11,0.334,0,Amazônia,2
0.8391,5.0,10.64,27.38,19.26,19,4.04,0,Sul,0
0.0942,13.83,21.34,38.66,7.88,0,8.632,2,Semiárido,0
0.4995,72.86,151.06,27.71,13.97,68,11.437,6,Cerrado,1
0.2197,36.45,37.31,36.61,15.13,18,3.951,3,Semiárido,1
0.4087,54.9,118.39,25.12,10.99,21,1.741,2,Cerrado,1
0.266,95.0,184.09,24.34,9.42,9,0.58,6,Sul,1
0.9222,50.31,90.94,35.46,10.67,20,5.51,4,Amazônia,1
0.3338,29.5,24.54,44.83,6.84,4,1.646,3,Semiárido,0
0.2477,68.74,118.75,24.74,24.96,15,9.288,5,Mata Atlântica,1
0.6715,95.0,204.65,31.72,24.26,10,4.646,2,Amazônia,1
0.7465,68.87,139.28,26.16,20.61,55,9.791,2,Amazônia,1
0.6769,92.6,214.33,38.07,15.39,43,4.181,3,Amazônia,1
0.5156,67.9,123.03,33.46,12.23,15,7.386,2,Mata Atlântica,0
0.6284,77.03,138.13,34.25,20.26,38,1.743,4,Cerrado,2
0.2535,23.93,58.37,31.26,45.91,1,3.496,4,Mata Atlântica,1
0.3745,38.35,84.09,27.12,9.65,9,0.1,1,Cerrado,1
0.3503,20.56,18.78,33.79,13.87,39,4.68,2,Cerrado,0
0.0528,30.34,38.77,33.49,2.47,15,3.815,7,Semiárido,1
0.6237,66.78,142.35,29.42,24.13,47,7.038,4,Amazônia,1
